Date,prcp,tavg,tmax,tmin,wdspavg,wdspmax,sunhour,snowf,snowdmax
2019/2/12,1,-3.7,-0.7,-7.5,2.5,4.6,3,13,41
2019/2/13,0,-3.9,-2.1,-6.5,1.7,3.4,0.3,5,39
2019/2/14,0,-4.6,-2.1,-7,1.6,3.4,4.9,7,39
2019/2/15,0,-4,2.3,-11.5,0.8,3.5,2.7,5,37
2019/2/16,0.5,-1.5,1,-3.6,2,4.1,0,12,37
2019/2/17,0,-2.5,2.9,-8.2,1.4,3.5,7.8,4,37
2019/2/18,0,-2.7,5.9,-11.4,0.8,2.8,9.1,2,32
2019/2/19,37.5,0,2.3,-4.1,0.6,2.1,0,1,30
2019/2/20,0.5,5.1,12.8,0.5,2.2,6.7,4.1,5,30
2019/2/21,0,0.9,4.5,-2.9,2.1,4.6,7.3,3,23
2019/2/22,0,-0.5,8.3,-6.2,0.9,4.2,8.3,0,19
2019/2/23,0,-0.5,2.8,-5.3,2.1,4.6,5.2,3,15
2019/2/24,0,-0.3,10.4,-8.6,0.7,2.2,9.4,3,14
2019/2/25,0,1.8,11.3,-5.6,1.5,4.5,8.4,0,10
2019/2/26,0,1,4.1,-1,2.1,5,5.8,1,8
2019/2/27,0,0.3,6.6,-5,0.7,1.9,3.7,0,0
2019/2/28,2,2,5.7,-0.6,0.9,2.8,0.3,0,0
2019/3/1,0,2.6,6.9,-0.6,1.8,4.1,3.8,0,0
2019/3/2,0,0.8,6.7,-3.5,1.3,3.4,9.8,0,0
2019/3/3,0,2.5,9.3,-4.7,1,3.1,4.1,0,0
2019/3/4,17,2.4,5,0.7,1.2,3.6,0,0,0
2019/3/5,0,3.4,9.1,-1.1,1.5,3.2,9.6,0,0
2019/3/6,2,4.4,11.7,-1.7,1.1,4.6,4.1,0,0
2019/3/7,7,1.2,4.3,-2.2,2.4,4.7,0,0,0
2019/3/8,0.5,-0.9,3.2,-4.3,2,4.3,9.8,0,0
2019/3/9,0,1.8,13.7,-6.8,1,3.3,9.7,0,0
2019/3/10,4,4.4,12.4,-3.5,1.1,2.6,5.1,0,0
2019/3/11,28.5,3.8,6.6,0.4,1.7,5.1,0,0,0
2019/3/12,0,3.2,9.4,-2.6,1.2,3.8,6.1,0,0
2019/3/13,12,-0.9,3.8,-3.6,1.5,4.6,0.2,11,11
2019/3/14,5.5,-0.8,3.7,-3.6,1.5,5.3,1.6,6,15
2019/3/15,0,0.9,7.8,-5.6,1.1,3.4,7.9,0,3
2019/3/16,0,-0.1,4.3,-4.1,1.3,4.8,1.7,0,0
2019/3/17,5,-2.3,1.5,-6.9,0.9,3,1.7,0,0
2019/3/18,0,1.1,10.5,-7.2,0.9,2.2,9.9,0,0
2019/3/19,0,3.6,12.9,-1.6,0.9,3.5,4.5,0,0
2019/3/20,0,6.8,18.9,-3.1,1.2,3.5,9.3,0,0
2019/3/21,30,8.4,17.2,3,1.5,6,2.6,1,1
2019/3/22,0,3.1,8.8,-1.7,2.6,5.5,1,0,0
2019/3/23,0,-1,3.2,-3.9,1.8,4.3,1.7,0,0
2019/3/24,4.5,-1.4,3.3,-5.7,1.5,4,4.5,10,9
2019/3/25,0,2.4,12.3,-6.6,1.2,4,9.4,0,0
2019/3/26,2,4.3,12.7,-2.5,1.7,4.6,8,0,0
2019/3/27,0,6.8,12.7,-2,2.3,6.1,4.3,0,0
2019/3/28,11.5,1.2,12.7,-2,2.5,5.4,0,0,0
2019/3/29,0,1.8,7.8,-3.4,1,2.7,6.9,0,0
2019/3/30,10.5,4,8.4,-0.7,1.1,4.6,0.1,0,0
2019/3/31,16,1.1,3.5,-0.2,1,3.5,0,0,0
2019/4/1,0.5,0.3,5.6,-2.8,2,3.9,5.8,0,0
2019/4/2,7.5,-2.2,1.8,-4.1,1.5,3.5,2.9,5,5
2019/4/3,0.5,-0.8,4.7,-3.9,1.7,4.1,8,0,0
2019/4/4,0,2.6,11.4,-5.5,1.5,4.4,10.7,0,0
2019/4/5,6.5,7.6,19.4,-2.2,2,6,10,0,0
2019/4/6,0.5,7,12.9,3.9,2.4,5.4,9.8,0,0
2019/4/7,0,7.8,14.9,3.1,2,4.6,4.1,0,0
2019/4/8,2.5,4.6,10.8,0,2.1,5.9,4.4,0,0
2019/4/9,0.5,3.2,8.9,-0.5,1.9,4.1,8.2,0,0
2019/4/10,19.5,0.8,1.9,-0.1,0.7,1.9,0,0,0
2019/4/11,1,2,6.4,-1.1,2.7,4.9,4.2,0,0
2019/4/12,0,2.6,9.4,-3.4,1.2,3.4,7.7,0,0
2019/4/13,0,4.8,14.6,-3.9,1.3,3.9,10.4,0,0
2019/4/14,3,7.2,14.8,1.6,1.5,5.3,4.3,0,0
2019/4/15,2.5,6.4,11,2.1,2.1,5.9,8.8,0,0
2019/4/16,0,7.2,19.1,-2.3,1.1,3.7,11.2,0,0
2019/4/17,0,10,17.7,-0.2,1.4,3.2,5.5,0,0
2019/4/18,0,11.9,21.3,4.4,1.3,4.5,10.9,0,0
2019/4/19,1,7.5,11.6,3.9,2.1,5.8,0.6,0,0
2019/4/20,0,8.6,17.4,2.7,1.6,4.9,11.4,0,0
2019/4/21,0,8.5,14,2.1,0.7,2.3,0,0,0
2019/4/22,1.5,10.6,17.7,4.9,1.6,4.9,7.2,0,0
2019/4/23,0,14.2,25,2.7,1.6,3.2,10.9,0,0
2019/4/24,2,13,16.1,11.4,1.5,4.4,0,0,0
2019/4/25,13.5,12.4,16,10.8,1.2,3.7,0.2,0,0
2019/4/26,5,9.4,13.8,5.7,1.8,5.5,1.4,0,0
2019/4/27,3,3,5.8,0.5,3.2,5,0.6,0,0
2019/4/28,0,4.9,14.2,-3.3,1.1,3.2,9.7,0,0
2019/4/29,0,9.3,16.5,-0.8,1.6,5,5.8,0,0
2019/4/30,21.5,9.5,11.4,7.5,1,2.3,0,0,0
2019/5/1,2,11.1,14.5,9,1.2,2.9,0.1,0,0
2019/5/2,0.5,10.8,16.8,5.2,1.9,5.9,6.1,0,0
2019/5/3,0,13.3,20.6,5.8,2,4.6,10.4,0,0
2019/5/4,0,11.3,21.7,3.8,1.3,4.2,10.4,0,0
2019/5/5,0.5,13.7,24.1,3.3,1.4,3.9,11.3,0,0
2019/5/6,5,12.4,21.3,6,1.6,4,5.2,0,0
2019/5/7,0,6.9,12.5,0.8,2.3,4.6,10.2,0,0
2019/5/8,0,9.7,20.4,-1.3,1.5,3.9,11.7,0,0
2019/5/9,0,11.7,22.1,5,1.1,3.7,4.6,0,0
2019/5/10,0,13.6,24.1,3,1.1,2.9,11.6,0,0
2019/5/11,0,13.8,24.9,4.5,1.1,3.4,9.3,0,0
2019/5/12,0,13.5,23.9,3.7,1.3,4.3,11.3,0,0
2019/5/13,0,14.5,24.5,4.6,1.1,3.7,10.6,0,0
2019/5/14,32,12.7,20.3,9.3,0.9,3,1.4,0,0
2019/5/15,0,14.7,22.6,8.3,1.3,3.6,9,0,0
2019/5/16,1.5,16.3,23.2,10.2,1.2,3.5,8.1,0,0
2019/5/17,0,17.2,24.6,11.7,1,3.7,5.9,0,0
2019/5/18,0,17.6,22,13.1,1.9,4.1,5.6,0,0
2019/5/19,0,17.6,23.9,12.3,2.4,4.4,7.9,0,0
2019/5/20,4,16.7,22.1,13,3.1,5.3,1.6,0,0
2019/5/21,34,13.5,17.5,9.1,1.4,4,1.6,0,0
2019/5/22,0,13.1,21.8,5.8,0.9,3.1,10.8,0,0
2019/5/23,0,14.8,24.8,4.8,0.9,4.2,11.5,0,0
2019/5/24,0,16.4,25.2,7,1,3.1,11.1,0,0
2019/5/25,0,18.2,30.4,6.7,1,3.4,11.5,0,0
2019/5/26,0,19.5,29.9,9.6,1,2.8,9.5,0,0
2019/5/27,0,22,32.3,11.5,1.3,4.5,9.6,0,0
2019/5/28,9,17.2,22.4,13.6,1.4,4.3,0.1,0,0
2019/5/29,2,14.2,21.1,7,1.4,4.1,9.2,0,0
2019/5/30,0,14.2,24.1,3.5,1.1,2.8,11.6,0,0
2019/5/31,1.5,13.9,18.7,11.2,0.9,2.3,0.1,0,0
2019/6/1,0,15.6,23.1,10.8,0.9,3.4,9.5,0,0
2019/6/2,0,16.5,22.2,10.5,1.3,3.5,3.8,0,0
2019/6/3,0,18.4,27.4,10.8,1.2,2.9,11.2,0,0
2019/6/4,0,19.6,28.4,11.4,1.1,3.1,11.5,0,0
2019/6/5,0,19.5,26.5,14.6,1.1,3,7.1,0,0
2019/6/6,0,18.9,26.7,13.1,0.9,2.9,11,0,0
2019/6/7,46,14.1,15.5,13.1,0.8,1.6,0,0,0
2019/6/8,7,15.4,19.1,13.8,1,2.9,1.8,0,0
2019/6/9,7,14.6,19.9,11,1.2,3.7,2.7,0,0
2019/6/10,24.5,13.8,17.6,11.7,0.8,2.2,0,0,0
2019/6/11,10,14.1,20,10,0.9,2.6,2.6,0,0
2019/6/12,0,14.5,19.7,10.5,0.7,2.3,2.6,0,0
2019/6/13,0,15.9,25.1,8.8,0.9,3.2,10.9,0,0
2019/6/14,0,18.4,26.9,11.5,1.8,3.5,7.2,0,0
2019/6/15,13.5,14,16.2,12.7,1.7,3.8,0,0,0
2019/6/16,22,13.3,15.4,11.2,0.9,2.9,0,0,0
2019/6/17,0,14.1,20,11.4,1.5,3.1,7.5,0,0
2019/6/18,0,16.6,25.2,10.8,1.1,2.9,7.5,0,0
2019/6/19,0,16.7,20.5,13.4,0.9,3.1,0.8,0,0
2019/6/20,0,18.6,25.4,13.2,0.9,2.6,7.6,0,0
2019/6/21,0,18.9,26.1,13.4,1,3,5.7,0,0
2019/6/22,0.5,18.2,23.6,15.6,0.8,2.3,0.6,0,0
2019/6/23,3,16.4,22.8,14.5,0.9,3.2,1.6,0,0
2019/6/24,4.5,15.6,19.5,13.6,0.7,2,0.2,0,0
2019/6/25,0,18,26,12.8,0.9,3.1,8.5,0,0
2019/6/26,0,20.6,28.4,15.1,1.1,2.8,10.3,0,0
2019/6/27,17.5,19.6,23.7,15.8,1,2.6,0,0,0
2019/6/28,16.5,19.9,23.9,17.5,0.7,2,0.2,0,0
2019/6/29,22,19.7,23.6,17.3,0.6,1.9,0,0,0
2019/6/30,70.5,20.6,25.5,17.4,0.8,2.8,1,0,0
2019/7/1,0,20.7,27.4,17.7,0.7,2.5,3.5,0,0
2019/7/2,0.5,19.8,23.9,16.9,1,2.8,2.1,0,0
2019/7/3,8,20.3,25.6,15.8,1.1,2.8,3.1,0,0
2019/7/4,35,20,26,17.4,0.8,2.4,2.7,0,0
2019/7/5,1,20.5,25.4,17.2,1,2.7,1.6,0,0
2019/7/6,0,19.8,23.2,17.4,1.3,2.7,0.1,0,0
2019/7/7,0,19.8,21.7,18,1.5,3.7,0,0,0
2019/7/8,0,20.1,24.4,16.8,1.2,2.9,1.2,0,0
2019/7/9,26,18.6,24.7,16.1,1,2.3,0.9,0,0
2019/7/10,0,20.7,27.8,14.7,1.3,2.9,8.2,0,0
2019/7/11,6.5,17.6,20.2,16.1,1.1,3.7,0,0,0
2019/7/12,1.5,19,24.8,16,1,2.6,1.3,0,0
2019/7/13,4.5,19.3,23.7,17,0.5,1.8,0.4,0,0
2019/7/14,14,18.5,21.8,16.4,0.6,1.9,0,0,0
2019/7/15,3,19.6,23,17.1,0.6,2.3,0.4,0,0
2019/7/16,6.5,20.3,24.8,17.9,0.9,2.8,0.8,0,0
2019/7/17,0.5,21.4,27.8,16,1,2.5,8.5,0,0
2019/7/18,11,20.3,24,18.2,0.9,2.9,1.2,0,0
2019/7/19,5.5,20.4,23.7,18.2,0.4,1.5,0.9,0,0
2019/7/20,1,20.9,23.6,18.8,0.7,1.7,0,0,0
2019/7/21,0,22.3,26.9,18.4,0.8,2,0.2,0,0
2019/7/22,11,20.9,23.4,19.3,0.5,1.5,0,0,0
2019/7/23,1,22.4,28.7,18.5,0.8,3.1,3.8,0,0
2019/7/24,0,22.8,29.3,18.5,1,2.6,7.9,0,0
2019/7/25,56,23.4,30.6,18.6,0.9,2.2,5,0,0
2019/7/26,0,24.3,30.9,19.4,1.7,3.8,5.3,0,0
2019/7/27,17.5,23.2,28.8,19.6,1.1,3.2,2.4,0,0
2019/7/28,10.5,23.8,29.9,19.9,0.8,2.3,4.7,0,0
2019/7/29,1,23.4,29.7,20.4,0.8,2.3,3.6,0,0
2019/7/30,0,24.6,31.8,19.3,1.1,2.8,8.5,0,0
2019/7/31,0,25.2,31.5,21,0.7,2.2,6.9,0,0
2019/8/1,0,25.9,32.1,21.7,0.6,2.4,9.4,0,0
2019/8/2,9.5,25.4,32.8,20.3,1,2.6,9.1,0,0
2019/8/3,0,25.7,32.9,21.5,0.9,2.6,10.5,0,0
2019/8/4,0,26.8,33.5,22.5,1.1,3,8.9,0,0
2019/8/5,0,26.4,33.5,23,1.1,2.5,7.9,0,0
2019/8/6,0.5,25.7,34.4,21.1,1.2,3.8,9.3,0,0
2019/8/7,1,24.3,32.7,20.7,1.2,3.1,8.1,0,0
2019/8/8,3,24.8,33,18.8,1.1,3,9,0,0
2019/8/9,0,25.3,32.2,20,0.8,2.1,8.8,0,0
2019/8/10,0,25.1,31.9,20.5,0.9,3.4,10.5,0,0
2019/8/11,62.5,25.3,33,20.2,1,2.9,8.9,0,0
2019/8/12,0,25.5,31.2,20.9,1.1,2.6,7,0,0
2019/8/13,0,27,33,22,1.4,3.4,8.5,0,0
2019/8/14,0,26.3,31.6,23.3,1.7,4.6,6.7,0,0
2019/8/15,0,25.3,29.5,22.7,2.5,5.5,1.3,0,0
2019/8/16,21.5,23.5,28.2,20.1,1.4,3.9,0.6,0,0
2019/8/17,0,23.8,30,19.3,0.7,2.3,7.9,0,0
2019/8/18,0.5,24.7,32,19.2,1,3.3,9.3,0,0
2019/8/19,15,23.1,29,21.1,0.8,2.4,0.8,0,0
2019/8/20,31.5,21.3,23.4,19.9,0.5,2.8,0.8,0,0
2019/8/21,20,21.3,24.2,19.1,0.5,1.4,0.1,0,0
2019/8/22,18,20.4,22.7,18.7,0.5,1.7,0,0,0
2019/8/23,20.5,20.1,23.2,18,0.6,1.7,0.5,0,0
2019/8/24,0,20.3,26.3,17.5,0.7,2,5.7,0,0
2019/8/25,0,20.1,26.2,16.3,0.9,2.5,7.2,0,0
2019/8/26,0,19.5,26.1,15.3,0.9,2.5,8.2,0,0
2019/8/27,6,19.7,25.2,15.1,1,2.9,3.4,0,0
2019/8/28,41,19.6,22,17.6,0.2,0.9,0,0,0
2019/8/29,32,20.3,22.8,18.3,0.6,1.7,0,0,0
2019/8/30,16,19.6,21.4,17.9,0.4,1.3,0,0,0
2019/8/31,0,20.5,27.1,17.3,0.7,2.4,5.5,0,0
2019/9/1,0,19.8,25,16.3,0.6,2,2.2,0,0
2019/9/2,2,19.8,22.9,17.7,0.6,1.8,0.9,0,0
2019/9/3,5,20.6,25.8,18,0.7,2.7,1.3,0,0
2019/9/4,10,20.8,26.1,18.1,0.7,1.9,0.7,0,0
2019/9/5,0,22.2,26.9,19,0.8,2.2,3.2,0,0
2019/9/6,0,23.5,30.3,19.9,0.9,2.7,6.9,0,0
2019/9/7,0,23.5,31,17.1,1.4,3,10.9,0,0
2019/9/8,0,24.5,31.2,19.3,1.3,3,8.4,0,0
2019/9/9,1.5,23.5,28.8,19.5,0.9,3.1,6.9,0,0
2019/9/10,0,23.6,30.3,18.5,0.8,2.7,8.7,0,0
2019/9/11,24.5,21.2,26.2,18.3,0.9,2.5,0.5,0,0
2019/9/12,0,17.6,22.3,14.5,1.2,2.6,3.8,0,0
2019/9/13,0,17.4,20.3,14.4,1.2,3.6,0.5,0,0
2019/9/14,0,19.7,26.3,14.7,1,2.7,8.2,0,0
2019/9/15,0,20.3,27.7,14.7,0.9,2.4,7.1,0,0
2019/9/16,0,18.8,23,15.2,1.2,3.1,0.1,0,0
2019/9/17,0.5,19.2,23.8,16.9,1,2.8,5,0,0
2019/9/18,2,17,18.5,15.4,0.8,2.5,0,0,0
2019/9/19,0,14.1,18.6,10,1.2,3.1,6.7,0,0
2019/9/20,0,13.8,19.7,9,0.8,2,4.3,0,0
2019/9/21,0.5,15.3,19.1,12.3,0.8,2.3,0,0,0
2019/9/22,0.5,17.5,21.4,14.7,1.1,2.6,0.3,0,0
2019/9/23,0.5,21.6,29.7,16.6,1.8,6.4,2.6,0,0
2019/9/24,2,17.4,22.4,14.3,0.9,2.9,2.3,0,0
2019/9/25,0,16,21.9,12,0.9,2.2,8.7,0,0
2019/9/26,0,16.6,25.4,10.9,0.8,2.1,8.7,0,0
2019/9/27,0,18.1,27.6,10.6,0.8,2.8,9.7,0,0
2019/9/28,0.5,17.7,21.7,15.2,0.7,1.8,0,0,0
2019/9/29,0.5,18.5,24.6,14.8,0.7,2,2.1,0,0
2019/9/30,0,19.9,25.9,17,0.8,2.5,7.6,0,0
2019/10/1,0,19,27.2,13.4,0.8,2.5,7.5,0,0
2019/10/2,0,18.7,27,12,1,2.7,6.3,0,0
2019/10/3,0.5,19,24.3,17,1.5,4.1,1.1,0,0
2019/10/4,18,17.8,20.2,16.2,1.4,3.5,1,0,0
2019/10/5,0,16.6,22.5,14.4,1,2.4,2.6,0,0
2019/10/6,0,14.3,17.6,11.4,1.4,3.1,1.2,0,0
2019/10/7,0,14.5,17.1,12.4,0.9,1.9,0,0,0
2019/10/8,27,15.1,18.5,11.3,1,3,0.8,0,0
2019/10/9,0,11.2,17.4,6,1,2.3,9.3,0,0
2019/10/10,0,13.1,23.3,4.4,1.1,2.8,9.8,0,0
2019/10/11,2,17.3,22.6,10.6,1,2.8,0.5,0,0
2019/10/12,92.5,17.5,18.3,16.5,1.6,5.6,0,0,0
2019/10/13,3.5,12.7,16.7,8.5,1.5,4.1,2.9,0,0
2019/10/14,4,11.4,14.1,7.8,0.9,2.2,0.3,0,0
2019/10/15,0,10.1,12.5,8,1.1,2.7,2.3,0,0
2019/10/16,0,9.9,16.5,5.5,0.7,2.3,8.2,0,0
2019/10/17,0,10.4,18.4,5.2,0.7,2.2,4.9,0,0
2019/10/18,8,13.2,16.8,10.5,1.2,2.3,0.1,0,0
2019/10/19,36,14.4,17.6,11.8,0.8,2.5,0,0,0
2019/10/20,0,13.4,16.3,11,1.2,2.4,3.7,0,0
2019/10/21,3,13.6,17,10.9,0.9,2.3,0,0,0
2019/10/22,36.5,12.8,17.1,10.2,0.8,3,0.8,0,0
2019/10/23,0,13.5,19.3,8.9,0.8,2.1,5.5,0,0
2019/10/24,2.5,13.7,17.2,11,1.3,3.5,0.1,0,0
2019/10/25,67.5,11.3,12.2,10.4,0.7,3.4,0,0,0
2019/10/26,0,13.3,18.3,10.2,0.8,2.2,2.3,0,0
2019/10/27,0.5,9.8,12.4,6.9,0.7,2.2,0,0,0
2019/10/28,0,10.3,17.5,6.7,0.9,2.4,8.8,0,0
2019/10/29,1.5,9.3,11.2,6.9,0.7,1.5,0,0,0
2019/10/30,0,10.3,17,7,0.8,1.8,3.9,0,0
2019/10/31,0,9.3,18,3.9,0.8,2.6,7.5,0,0
2019/11/1,0,8.6,17.4,2.8,1,3,3.5,0,0
2019/11/2,0,8.1,16.6,3.9,0.6,1.9,8.8,0,0
2019/11/3,0,8.8,17.1,2.9,0.7,2.8,4.4,0,0
2019/11/4,0,6.2,10.1,0.8,1,3,4.5,0,0
2019/11/5,0,4.4,13.3,-1.5,0.8,3.1,7.8,0,0
2019/11/6,0,5.1,14.2,-0.4,0.9,2.9,6,0,0
2019/11/7,0,8.6,19.4,-0.1,1.1,3.7,7.8,0,0
2019/11/8,0,4.3,7.8,-0.8,1,3.2,2.1,0,0
2019/11/9,0,4.7,14,-2.7,1,3.1,6.9,0,0
2019/11/10,0,6.8,12.6,4.3,0.9,3,5.5,0,0
2019/11/11,10.5,7.8,16.3,1.9,1.1,3.7,3.4,0,0
2019/11/12,2.5,8.2,12.7,3.6,1.1,2.8,3.8,0,0
2019/11/13,0,8.6,16.9,-0.6,1.2,2.9,7.9,0,0
2019/11/14,9,7,12.6,1.5,1,3.6,1.3,0,0
2019/11/15,0,4.6,12.5,-1.6,0.8,2.8,7.6,0,0
2019/11/16,0,6.8,11.2,4.4,1.1,4.8,0.1,0,0
2019/11/17,0,5.5,9.1,1.6,1.1,2.7,4,0,0
2019/11/18,17.5,9.5,20.7,1.1,1.5,6.1,6.5,0,0
2019/11/19,1.5,8.4,13,4.8,2.4,6.2,7.4,0,0
2019/11/20,0,1.8,5.8,-1.9,1.6,4.1,0.8,0,0
2019/11/21,0,1.4,8.6,-3.1,0.8,2.7,6.3,0,0
2019/11/22,0,4.7,12.5,-3.6,0.9,2.8,4.7,0,0
2019/11/23,0,10.2,14.7,4.9,1.1,3.6,0,0,0
2019/11/24,0,12.3,20.4,6.9,0.9,2.9,5.7,0,0
2019/11/25,0,6.8,11.7,3.3,1.6,3.2,0.3,0,0
2019/11/26,0,4,9.8,0.2,1.3,3.4,6.5,0,0
2019/11/27,0,6,10.9,0.7,1.2,3.9,1.7,0,0
2019/11/28,0,1.7,6.1,-0.9,2,3.8,0,0,0
2019/11/29,0.5,0.4,4.2,-1.6,1.5,2.9,3.7,0,0
2019/11/30,1,-0.2,5,-3.6,1.1,2.3,5.6,0,0
2019/12/1,0,1.6,9.5,-5.6,0.6,1.6,4.9,0,0
2019/12/2,7,6,11.7,0.8,1.3,3.7,0.2,0,0
2019/12/3,0,3.6,8.3,0.9,1.6,4.9,4.3,0,0
2019/12/4,6.5,0.6,1.5,0,0.8,2.5,0,0,0
2019/12/5,2,0.5,2.2,-0.4,0.9,3.5,0,0,0
2019/12/6,0.5,-1,1.5,-3.5,1.4,3.6,3,1,1
2019/12/7,0,-1.4,3.5,-4.3,0.7,1.8,0.5,1,1
2019/12/8,0,0.2,2.9,-2.8,1.3,3.4,0.2,0,0
2019/12/9,0,0.9,9,-4.2,1.1,2.7,8,0,0
2019/12/10,0,2.4,13.8,-3.9,0.7,2.6,7.3,0,0
2019/12/11,0,3.7,12.6,-2.7,0.7,2.4,4.1,0,0
2019/12/12,2.5,2.7,7.1,-1,2.1,4.1,0.8,0,0
2019/12/13,0,-0.3,4.9,-3.7,0.9,3.2,7.2,0,0
2019/12/14,2,1.3,11,-5,1.5,4.6,4.5,1,1
2019/12/15,0,0.4,3.7,-4.1,1.7,3.5,2.6,0,0
2019/12/16,0,0.5,12,-5.9,0.7,2.1,7.9,0,0
2019/12/17,5,2.6,6.3,-2.6,0.5,1.8,0,0,0
2019/12/18,8,4,7.4,1.8,1.9,4.4,0,0,0
2019/12/19,0,3.2,6.9,0.7,0.9,2.4,6,0,0
2019/12/20,0,2.1,4.3,-0.4,1.6,4.5,1.6,0,0
2019/12/21,0,2.2,8.1,-1.7,1,3,5.1,0,0
2019/12/22,7,1.2,5.9,-2.6,0.7,2.2,1.5,0,0
2019/12/23,1.5,2.3,8,-0.1,0.9,3.5,3.7,0,0
2019/12/24,0,-0.8,1.2,-5,1.8,4.1,0.6,0,0
2019/12/25,0,-0.5,8.6,-6.9,0.8,2.2,7.8,0,0
2019/12/26,7.5,2.1,6.3,-1.4,0.8,2,0.5,0,0
2019/12/27,21.5,0.6,3.5,-2.1,2,4.4,0,0,0
2019/12/28,0,-1.7,1.3,-5.5,1.7,3.9,4.6,0,0
2019/12/29,0,-1.8,5.6,-7.9,0.7,2.4,7.5,0,0
2019/12/30,10.5,-0.3,1,-2.8,0.6,1.6,0,2,2
2019/12/31,1.5,-1.2,5.7,-4.5,2,4.7,1,0,1
2020/1/1,0,-2.2,1.1,-8.4,1,3.9,3.7,0,0
2020/1/2,0.5,0,1.9,-1.2,0.7,2.8,0,0,0
2020/1/3,9.5,0.1,1.5,-0.9,0.6,2.3,0,0,0
2020/1/4,5,-0.5,0.8,-1.6,0.7,3.1,0.1,14,11
2020/1/5,3.5,-1.8,0.6,-4.2,2.3,4,2.3,10,15
2020/1/6,0,-2.7,2.9,-9.2,0.9,2.5,6.5,0,6
2020/1/7,20.5,-1.5,2.6,-7,0.7,2.3,1.1,8,7
2020/1/8,29.5,4.2,8.4,0.2,1.9,8.6,0.1,4,5
2020/1/9,4,2.4,5.5,-0.2,1.7,3.8,2.8,0,0
2020/1/10,1,-0.2,3.7,-4.7,1,3.6,3.7,0,0
2020/1/11,0,0,8.1,-6.6,1,4.4,7.2,1,1
2020/1/12,0.5,1.5,4.7,0,0.7,2.9,1.7,1,1
2020/1/13,10,0.4,2.8,-0.4,1,3,0.9,6,4
2020/1/14,0,0.4,3.8,-2.7,0.6,1.4,2.4,0,0
2020/1/15,1,0.2,3.7,-2.1,1.2,3.8,0.8,0,0
2020/1/16,0,-1.4,2.7,-5.6,0.9,3,5.1,0,0
2020/1/17,0,-1.2,5.1,-5.2,0.7,3.1,5,1,1
2020/1/18,0,-0.8,2.3,-4,1.3,3.2,1.6,0,1
2020/1/19,1,0.8,4.2,-3,1.1,3,5.3,0,0
2020/1/20,0.5,1.3,5.1,-0.4,0.9,3.3,2.7,0,0
2020/1/21,2.5,-2.4,1,-8.2,2.1,4.4,0,3,3
2020/1/22,0,-2.1,6.2,-10.2,0.7,2.7,5.7,0,0
2020/1/23,8.5,2.4,5.3,-0.1,0.4,1.2,0,0,0
2020/1/24,0.5,2.9,7.8,-1.3,2,4.7,0.7,2,1
2020/1/25,0,-0.6,2.9,-2.2,1.5,3.2,4,0,0
2020/1/26,0,0.8,7,-2.8,1.2,3.5,6.5,2,1
2020/1/27,3,0.7,3.6,-1.4,1.4,3.2,0,4,4
2020/1/28,23.5,1.3,3.3,-0.9,1.5,3.5,0,16,12
2020/1/29,11,3.8,8,1.5,0.8,2.6,0,0,0
2020/1/30,4,1.4,3.6,-0.2,1.5,4.5,0.4,1,1
2020/1/31,0,-1.5,0.3,-2.3,2.8,4.6,1.4,0,0
2020/2/1,0,-0.8,3,-4.6,1.8,4.2,5.3,1,1
2020/2/2,0,-1.2,5.9,-6.6,0.9,3.5,8.4,0,1
2020/2/3,0,1.3,9.6,-5,1.7,6.5,7.2,0,0
2020/2/4,0,0.9,6.6,-2.7,1.8,5.3,6.8,0,0
2020/2/5,1.5,-1.6,3.7,-5.9,2.2,4.1,0.1,0,0
2020/2/6,2,-7.5,-5.3,-12,2.3,4.7,1.3,10,8
2020/2/7,0,-7.2,0.7,-15.6,0.6,2.5,8.7,3,2
2020/2/8,3.5,-2.7,0.3,-5.1,1.8,3.9,1.1,15,9
2020/2/9,5.5,-5.4,-2.2,-11,2.4,4.8,8.2,15,21
2020/2/10,9,-6.4,-1.3,-14.2,1,3.5,1,17,28
2020/2/11,0,-2.7,1.4,-8.6,1.8,4.1,7.9,1,27
2020/2/12,0,-1.8,8.7,-11.3,0.5,1.5,4.5,5,14
2020/2/13,19.5,4.7,14.7,-1,1,4.5,5.4,3,10
2020/2/14,0,3.8,10.8,-1.9,0.7,3.5,3,0,0
2020/2/15,0,4.2,12.2,0,1,3.8,7.3,1,1
2020/2/16,32,4.4,7.5,0.2,0.6,2.7,0,1,1
2020/2/17,0.5,3.7,8.3,-1.7,2.3,4.6,6.9,0,0
2020/2/18,2.5,-2.3,-0.9,-4.5,1.8,4.2,0,0,0
2020/2/19,0,-1.2,5.3,-6.9,0.9,3.5,9.1,0,0
2020/2/20,0,0.5,6.8,-3.6,1.4,4,5.7,0,0
2020/2/21,0,1.1,10.5,-4.8,1,3.8,8.9,1,1
2020/2/22,8.5,2.2,6.7,-2.9,1.2,6.8,0.1,0,0
2020/2/23,3.5,0.5,3.7,-1.4,2.4,6.6,0.4,3,3
2020/2/24,0,1.7,10.6,-5.2,1,2.5,9.3,0,0
2020/2/25,17.5,0.4,6.4,-3.4,0.7,2.3,1.2,2,2
2020/2/26,2,0.6,2.2,-0.9,2.1,3.6,0,2,2
2020/2/27,0,-2.2,0,-3.7,2.6,4.7,4.9,0,0
